Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-06-30 14:06:44.779529,4230.93939352,0,4224.24242382,0,4197.96969655,0,4228.36363594,0,4226.30302988,0,4224.24242382,0,4224.75757534,0,4232.48484806,0,4237.63636321,0,4285.0303026,0,4214.96969655,0,4174.78787837,0,3482.42424208,0,4220.1212117,0,42.0,42.0,?
2017-06-30 14:06:44.787499,4228.87878746,0,4230.93939352,0,4216.51515109,0,4229.90909049,0,4229.90909049,0,4224.24242382,0,4212.39393897,0,4233.51515109,0,4234.54545412,0,4299.45454502,0,4224.24242382,0,4173.24242383,0,3480.36363602,0,4227.84848443,0,42.0,42.0,?
2017-06-30 14:06:44.795164,4233.51515109,0,4222.69696927,0,4200.54545413,0,4232.48484806,0,4223.7272723,0,4224.24242382,0,4231.45454503,0,4236.09090867,0,4234.03030261,0,4291.7272723,0,4217.54545412,0,4175.8181814,0,3482.93939359,0,4231.96969655,0,42.0,42.0,?
2017-06-30 14:06:44.802504,4232.99999958,0,4228.36363594,0,4210.33333291,0,4230.424242,0,4227.84848443,0,4222.18181776,0,4231.45454503,0,4231.45454503,0,4235.06060564,0,4302.54545412,0,4224.75757534,0,4175.8181814,0,3483.96969662,0,4242.27272685,0,42.0,42.0,?
2017-06-30 14:06:44.810494,4232.48484806,8.2424242416,4227.33333291,0,4196.93939352,0,4227.84848443,0,4225.27272685,0,4225.27272685,0,4239.18181776,0,4232.99999958,0,4240.21212079,0,4287.09090866,0,4211.87878746,0,4176.33333292,0,3484.48484814,0,4235.06060564,0,42.0,42.0,?
2017-06-30 14:06:44.818585,4231.96969655,8.2424242416,4229.39393897,4.1212121208,4209.8181814,0,4227.84848443,0,4226.30302988,0,4224.75757534,0,4221.15151473,0,4232.48484806,0,4236.60606018,0,4303.06060563,0,4224.24242382,0,4178.39393898,0,3483.45454511,0,4234.54545412,0,42.0,42.0,?
2017-06-30 14:06:44.828573,4234.54545412,8.2424242416,4225.78787837,4.1212121208,4194.36363594,0,4227.84848443,0,4224.24242382,0,4229.39393897,0,4231.96969655,0,4236.60606018,0,4237.1212117,0,4290.69696927,0,4224.75757534,0,4178.39393898,0,3482.42424208,0,4230.424242,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.836199,4231.96969655,8.2424242416,4230.93939352,4.1212121208,4213.93939352,74.1818181744,4226.8181814,0,4227.33333291,0,4229.39393897,0,4230.93939352,0,4234.54545412,0,4238.66666624,0,4303.06060563,0,4241.75757533,0,4177.36363595,0,3481.90909056,0,4237.1212117,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.842524,4231.96969655,8.2424242416,4225.27272685,4.1212121208,4212.39393897,74.1818181744,4226.8181814,4.1212121208,4229.39393897,0,4228.87878746,0,4229.39393897,0,4233.51515109,0,4237.63636321,0,4292.24242381,0,4224.75757534,0,4177.87878746,0,3479.8484845,0,4221.15151473,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.849526,4230.424242,8.2424242416,4225.78787837,4.1212121208,4214.45454503,74.1818181744,4227.33333291,4.1212121208,4228.36363594,0.0,4226.30302988,0,4214.96969655,0,4228.87878746,0,4235.57575715,0,4299.96969654,0,4227.84848443,0,4176.84848443,0,3479.8484845,0,4216.51515109,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.858474,4228.87878746,8.2424242416,4229.90909049,4.1212121208,4207.75757534,74.1818181744,4229.90909049,4.1212121208,4228.36363594,0.0,4230.424242,0.0,4218.57575715,0,4229.39393897,0,4237.63636321,0,4296.87878745,0,4226.8181814,0,4174.27272686,0,3482.42424208,0,4219.09090867,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.866208,4230.93939352,8.2424242416,4227.84848443,4.1212121208,4210.33333291,74.1818181744,4231.45454503,4.1212121208,4225.78787837,0.0,4227.33333291,0.0,4225.27272685,8.2424242416,4228.87878746,0,4237.63636321,0,4303.57575715,0,4230.424242,0,4177.36363595,0,3484.48484814,0,4226.8181814,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.873508,4229.90909049,8.2424242416,4224.24242382,4.1212121208,4209.30302988,74.1818181744,4229.90909049,4.1212121208,4230.93939352,0.0,4224.75757534,0.0,4216.51515109,8.2424242416,4229.39393897,4.1212121208,4235.06060564,0,4297.39393896,0,4222.69696927,0,4178.39393898,0,3481.39393905,0,4220.63636321,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.882727,4229.39393897,8.2424242416,4224.75757534,4.1212121208,4205.69696928,74.1818181744,4229.39393897,4.1212121208,4227.84848443,0.0,4223.7272723,0.0,4216.51515109,8.2424242416,4229.39393897,4.1212121208,4235.06060564,12.3636363624,4293.78787836,0,4218.57575715,0,4177.36363595,0,3480.87878753,0,4223.21212079,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.889633,4230.424242,8.2424242416,4230.93939352,4.1212121208,4206.72727231,74.1818181744,4230.424242,4.1212121208,4227.84848443,0.0,4224.24242382,0.0,4221.15151473,8.2424242416,4230.93939352,4.1212121208,4235.06060564,12.3636363624,4295.84848442,461.57575753,4215.48484806,0,4176.33333292,0,3481.39393905,0,4225.78787837,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.897501,4233.51515109,8.2424242416,4226.30302988,4.1212121208,4196.93939352,74.1818181744,4229.90909049,4.1212121208,4221.66666624,0.0,4222.18181776,0.0,4236.60606018,8.2424242416,4233.51515109,4.1212121208,4237.1212117,12.3636363624,4289.15151472,461.57575753,4213.424242,247.272727248,4177.36363595,0,3481.90909056,0,4232.48484806,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.906814,4230.93939352,8.2424242416,4227.84848443,4.1212121208,4206.21212079,74.1818181744,4228.36363594,4.1212121208,4226.8181814,0.0,4225.27272685,0.0,4224.75757534,8.2424242416,4234.03030261,4.1212121208,4235.57575715,12.3636363624,4296.36363593,461.57575753,4220.63636321,247.272727248,4173.75757534,8.2424242416,3480.87878753,0,4234.54545412,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.913517,4230.424242,8.2424242416,4226.30302988,4.1212121208,4196.93939352,74.1818181744,4226.8181814,4.1212121208,4221.66666624,0.0,4227.84848443,0.0,4234.03030261,8.2424242416,4236.09090867,4.1212121208,4236.60606018,12.3636363624,4290.69696927,461.57575753,4215.48484806,247.272727248,4176.84848443,8.2424242416,3483.45454511,12.3636363624,4235.06060564,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.923315,4226.8181814,8.2424242416,4233.51515109,4.1212121208,4206.21212079,74.1818181744,4227.84848443,4.1212121208,4225.27272685,0.0,4224.24242382,0.0,4223.7272723,8.2424242416,4235.57575715,4.1212121208,4235.06060564,12.3636363624,4302.54545412,461.57575753,4223.7272723,247.272727248,4178.39393898,8.2424242416,3483.96969662,12.3636363624,4233.51515109,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.928519,4229.90909049,8.2424242416,4227.84848443,4.1212121208,4193.84848443,74.1818181744,4228.36363594,4.1212121208,4222.18181776,0.0,4226.8181814,0.0,4235.57575715,8.2424242416,4235.57575715,4.1212121208,4237.63636321,12.3636363624,4294.81818139,461.57575753,4224.24242382,251.393939369,4178.39393898,8.2424242416,3483.96969662,12.3636363624,4231.96969655,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.937107,4230.424242,8.2424242416,4234.03030261,4.1212121208,4219.60606018,74.1818181744,4227.84848443,4.1212121208,4230.93939352,0.0,4230.424242,0.0,4224.24242382,8.2424242416,4229.39393897,4.1212121208,4235.57575715,12.3636363624,4313.87878745,461.57575753,4239.18181776,251.393939369,4176.84848443,8.2424242416,3481.39393905,12.3636363624,4241.75757533,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.944633,4229.90909049,8.2424242416,4228.87878746,4.1212121208,4211.87878746,74.1818181744,4227.84848443,4.1212121208,4227.84848443,0.0,4228.36363594,0.0,4234.03030261,8.2424242416,4231.96969655,4.1212121208,4238.15151473,12.3636363624,4300.48484805,461.57575753,4223.7272723,251.393939369,4177.87878746,8.2424242416,3483.96969662,12.3636363624,4234.03030261,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.952760,4226.30302988,8.2424242416,4230.93939352,4.1212121208,4220.63636321,74.1818181744,4229.90909049,4.1212121208,4228.36363594,0.0,4225.27272685,0.0,4222.69696927,8.2424242416,4231.96969655,4.1212121208,4238.66666624,12.3636363624,4306.15151472,461.57575753,4231.96969655,251.393939369,4176.84848443,8.2424242416,3484.48484814,12.3636363624,4228.87878746,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.960535,4230.424242,8.2424242416,4227.84848443,4.1212121208,4206.21212079,74.1818181744,4231.45454503,4.1212121208,4226.8181814,0.0,4229.90909049,0.0,4229.39393897,8.2424242416,4230.93939352,4.1212121208,4237.1212117,12.3636363624,4293.27272684,461.57575753,4228.36363594,251.393939369,4178.39393898,8.2424242416,3483.45454511,12.3636363624,4224.24242382,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.970364,4231.45454503,8.2424242416,4229.90909049,4.1212121208,4221.15151473,74.1818181744,4229.39393897,4.1212121208,4230.424242,0.0,4228.36363594,0.0,4218.06060564,8.2424242416,4227.33333291,4.1212121208,4231.45454503,12.3636363624,4306.15151472,461.57575753,4234.54545412,251.393939369,4179.42424201,8.2424242416,3483.96969662,12.3636363624,4229.39393897,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.976600,4231.45454503,8.2424242416,4221.15151473,4.1212121208,4199.5151511,74.1818181744,4229.39393897,4.1212121208,4226.30302988,0.0,4227.33333291,0.0,4227.84848443,8.2424242416,4231.96969655,4.1212121208,4234.54545412,12.3636363624,4286.57575715,461.57575753,4216.51515109,251.393939369,4177.87878746,8.2424242416,3486.03030268,12.3636363624,4217.54545412,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.983533,4230.424242,8.2424242416,4225.27272685,4.1212121208,4202.60606019,74.1818181744,4228.87878746,4.1212121208,4226.8181814,0.0,4225.78787837,0.0,4220.63636321,8.2424242416,4229.39393897,4.1212121208,4238.15151473,12.3636363624,4298.93939351,461.57575753,4226.30302988,251.393939369,4176.33333292,8.2424242416,3483.45454511,12.3636363624,4220.1212117,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.991538,4230.93939352,8.2424242416,4227.33333291,4.1212121208,4200.54545413,74.1818181744,4227.84848443,4.1212121208,4229.90909049,0.0,4227.33333291,0.0,4221.15151473,8.2424242416,4230.424242,4.1212121208,4239.18181776,12.3636363624,4293.27272684,461.57575753,4218.57575715,251.393939369,4179.42424201,8.2424242416,3480.36363602,12.3636363624,4217.03030261,8.2424242416,42.0,42.0,?
2017-06-30 14:06:44.999515,4229.90909049,8.2424242416,4224.24242382,4.1212121208,4203.1212117,74.1818181744,4227.84848443,4.1212121208,4226.30302988,0.0,4223.21212079,0.0,4219.09090867,8.2424242416,4229.90909049,4.1212121208,4235.06060564,12.3636363624,4295.84848442,461.57575753,4221.15151473,251.393939369,4178.39393898,8.2424242416,3481.39393905,12.3636363624,4221.15151473,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.009625,4228.36363594,8.2424242416,4223.21212079,4.1212121208,4194.36363594,74.1818181744,4229.39393897,4.1212121208,4224.75757534,0.0,4224.24242382,0.0,4222.18181776,8.2424242416,4231.96969655,4.1212121208,4234.54545412,12.3636363624,4295.84848442,461.57575753,4219.60606018,251.393939369,4171.69696928,8.2424242416,3481.39393905,12.3636363624,4226.8181814,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.015927,4230.93939352,8.2424242416,4227.33333291,4.1212121208,4202.09090867,74.1818181744,4229.90909049,4.1212121208,4224.75757534,0.0,4222.18181776,0.0,4230.424242,8.2424242416,4232.99999958,4.1212121208,4239.18181776,12.3636363624,4299.96969654,461.57575753,4224.24242382,251.393939369,4174.27272686,8.2424242416,3483.45454511,12.3636363624,4243.30302988,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.023896,4232.48484806,8.2424242416,4230.93939352,4.1212121208,4206.72727231,74.1818181744,4228.36363594,4.1212121208,4229.39393897,0.0,4223.7272723,0.0,4229.39393897,8.2424242416,4231.96969655,4.1212121208,4239.18181776,12.3636363624,4292.24242381,461.57575753,4221.66666624,251.393939369,4177.87878746,8.2424242416,3485.51515117,12.3636363624,4237.63636321,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.031510,4232.99999958,8.2424242416,4229.39393897,4.1212121208,4201.57575716,74.1818181744,4227.33333291,4.1212121208,4226.30302988,0.0,4226.8181814,0.0,4232.99999958,8.2424242416,4232.99999958,4.1212121208,4238.15151473,12.3636363624,4294.30302987,461.57575753,4226.30302988,251.393939369,4176.84848443,8.2424242416,3488.09090874,12.3636363624,4232.48484806,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.039564,4230.424242,8.2424242416,4230.424242,4.1212121208,4208.78787837,74.1818181744,4228.36363594,4.1212121208,4230.93939352,0.0,4227.84848443,0.0,4220.63636321,8.2424242416,4234.03030261,4.1212121208,4238.15151473,12.3636363624,4302.54545412,461.57575753,4229.90909049,251.393939369,4176.33333292,8.2424242416,3484.99999965,12.3636363624,4226.30302988,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.047609,4231.96969655,8.2424242416,4225.27272685,4.1212121208,4202.09090867,74.1818181744,4227.84848443,4.1212121208,4224.75757534,0.0,4227.33333291,0.0,4228.87878746,8.2424242416,4236.09090867,4.1212121208,4239.69696927,12.3636363624,4295.3333329,461.57575753,4230.424242,251.393939369,4179.93939352,8.2424242416,3484.99999965,12.3636363624,4224.75757534,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.054514,4229.90909049,8.2424242416,4230.424242,4.1212121208,4216.51515109,74.1818181744,4226.30302988,4.1212121208,4227.33333291,0.0,4228.87878746,0.0,4223.7272723,8.2424242416,4234.03030261,4.1212121208,4234.54545412,12.3636363624,4300.48484805,461.57575753,4231.96969655,251.393939369,4176.84848443,8.2424242416,3484.48484814,12.3636363624,4225.78787837,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.062659,4229.90909049,8.2424242416,4225.27272685,4.1212121208,4204.66666625,74.1818181744,4226.30302988,4.1212121208,4224.24242382,0.0,4228.36363594,0.0,4231.96969655,8.2424242416,4232.48484806,4.1212121208,4237.63636321,12.3636363624,4291.21212078,461.57575753,4217.03030261,251.393939369,4175.8181814,8.2424242416,3485.51515117,12.3636363624,4219.09090867,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.070636,4225.78787837,8.2424242416,4229.39393897,4.1212121208,4213.424242,74.1818181744,4229.90909049,4.1212121208,4229.39393897,0.0,4224.24242382,0.0,4215.48484806,8.2424242416,4228.87878746,4.1212121208,4238.15151473,12.3636363624,4305.63636321,461.57575753,4228.87878746,251.393939369,4175.8181814,8.2424242416,3483.96969662,12.3636363624,4217.54545412,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.078605,4228.36363594,8.2424242416,4225.27272685,4.1212121208,4203.1212117,74.1818181744,4231.45454503,4.1212121208,4225.27272685,0.0,4224.24242382,0.0,4226.30302988,8.2424242416,4231.96969655,4.1212121208,4237.63636321,12.3636363624,4297.90909048,461.57575753,4222.18181776,251.393939369,4176.33333292,8.2424242416,3483.45454511,12.3636363624,4220.1212117,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.086969,4229.90909049,8.2424242416,4227.84848443,4.1212121208,4217.03030261,74.1818181744,4229.90909049,4.1212121208,4229.39393897,0.0,4224.75757534,0.0,4215.48484806,8.2424242416,4227.84848443,4.1212121208,4235.57575715,12.3636363624,4305.12121169,461.57575753,4227.33333291,251.393939369,4176.84848443,8.2424242416,3483.45454511,12.3636363624,4229.39393897,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.095427,4232.99999958,8.2424242416,4224.24242382,4.1212121208,4197.96969655,74.1818181744,4229.39393897,4.1212121208,4223.7272723,0.0,4225.27272685,0.0,4226.8181814,8.2424242416,4227.33333291,4.1212121208,4239.69696927,12.3636363624,4287.60606018,461.57575753,4214.96969655,251.393939369,4177.87878746,8.2424242416,3484.99999965,12.3636363624,4226.8181814,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.106025,4231.96969655,8.2424242416,4230.93939352,4.1212121208,4213.93939352,74.1818181744,4229.90909049,4.1212121208,4228.36363594,0.0,4221.66666624,0.0,4220.1212117,8.2424242416,4227.84848443,4.1212121208,4238.66666624,12.3636363624,4302.54545412,461.57575753,4220.63636321,251.393939369,4175.8181814,8.2424242416,3482.42424208,12.3636363624,4230.93939352,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.111529,4233.51515109,8.2424242416,4223.21212079,4.1212121208,4202.09090867,74.1818181744,4230.93939352,4.1212121208,4226.30302988,0.0,4223.21212079,0.0,4231.96969655,8.2424242416,4233.51515109,4.1212121208,4238.66666624,12.3636363624,4285.0303026,461.57575753,4208.27272685,251.393939369,4176.33333292,8.2424242416,3481.90909056,12.3636363624,4226.30302988,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.118624,4230.93939352,8.2424242416,4225.78787837,4.1212121208,4204.15151473,74.1818181744,4229.90909049,4.1212121208,4223.7272723,0.0,4222.69696927,0.0,4225.27272685,8.2424242416,4232.99999958,4.1212121208,4236.60606018,12.3636363624,4294.30302987,461.57575753,4224.24242382,251.393939369,4177.87878746,8.2424242416,3484.99999965,12.3636363624,4232.48484806,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.125831,4231.45454503,8.2424242416,4229.39393897,4.1212121208,4188.69696928,74.1818181744,4229.90909049,4.1212121208,4222.18181776,0.0,4226.8181814,0.0,4236.09090867,8.2424242416,4236.60606018,4.1212121208,4238.15151473,12.3636363624,4287.60606018,461.57575753,4217.54545412,251.393939369,4179.42424201,8.2424242416,3486.5454542,12.3636363624,4232.99999958,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.133531,4234.54545412,8.2424242416,4232.48484806,4.1212121208,4208.27272685,74.1818181744,4228.36363594,4.1212121208,4227.33333291,0.0,4226.8181814,0.0,4231.96969655,8.2424242416,4232.48484806,4.1212121208,4238.15151473,12.3636363624,4302.0303026,461.57575753,4223.21212079,251.393939369,4178.90909049,8.2424242416,3483.96969662,12.3636363624,4240.21212079,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.143503,4232.99999958,8.2424242416,4229.39393897,4.1212121208,4208.27272685,74.1818181744,4226.8181814,4.1212121208,4228.87878746,0.0,4227.33333291,0.0,4227.84848443,8.2424242416,4230.93939352,4.1212121208,4240.21212079,12.3636363624,4294.81818139,461.57575753,4224.24242382,251.393939369,4177.36363595,8.2424242416,3484.48484814,12.3636363624,4227.33333291,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.149553,4228.87878746,8.2424242416,4232.99999958,4.1212121208,4213.424242,74.1818181744,4227.84848443,4.1212121208,4225.78787837,0.0,4223.7272723,0.0,4226.8181814,8.2424242416,4232.48484806,4.1212121208,4239.18181776,12.3636363624,4301.51515109,461.57575753,4240.7272723,251.393939369,4178.90909049,8.2424242416,3488.09090874,12.3636363624,4234.54545412,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.157521,4227.33333291,8.2424242416,4232.99999958,4.1212121208,4218.57575715,74.1818181744,4229.90909049,4.1212121208,4228.36363594,0.0,4226.8181814,0.0,4227.33333291,8.2424242416,4234.03030261,4.1212121208,4237.1212117,12.3636363624,4299.96969654,461.57575753,4238.15151473,251.393939369,4178.90909049,8.2424242416,3487.06060571,12.3636363624,4237.1212117,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.165495,4227.33333291,8.2424242416,4228.36363594,4.1212121208,4216.51515109,74.1818181744,4229.39393897,4.1212121208,4225.27272685,0.0,4228.36363594,0.0,4224.75757534,8.2424242416,4229.39393897,4.1212121208,4236.60606018,12.3636363624,4302.54545412,461.57575753,4237.63636321,251.393939369,4179.93939352,8.2424242416,3483.45454511,12.3636363624,4226.8181814,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.173511,4226.30302988,8.2424242416,4229.39393897,4.1212121208,4207.75757534,74.1818181744,4229.90909049,4.1212121208,4227.33333291,0.0,4227.33333291,0.0,4217.54545412,8.2424242416,4229.90909049,4.1212121208,4235.06060564,12.3636363624,4296.87878745,461.57575753,4228.36363594,251.393939369,4179.93939352,8.2424242416,3481.39393905,12.3636363624,4217.54545412,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.180506,4229.39393897,8.2424242416,4224.75757534,4.1212121208,4204.15151473,74.1818181744,4231.45454503,4.1212121208,4223.7272723,0.0,4222.69696927,0.0,4225.27272685,8.2424242416,4231.96969655,4.1212121208,4236.60606018,12.3636363624,4291.21212078,461.57575753,4220.1212117,251.393939369,4180.96969655,8.2424242416,3486.5454542,12.3636363624,4229.90909049,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.188496,4230.424242,8.2424242416,4229.39393897,4.1212121208,4219.60606018,74.1818181744,4229.39393897,4.1212121208,4229.39393897,0.0,4222.18181776,0.0,4217.54545412,8.2424242416,4231.96969655,4.1212121208,4235.57575715,12.3636363624,4302.0303026,461.57575753,4226.8181814,251.393939369,4178.90909049,8.2424242416,3486.03030268,12.3636363624,4233.51515109,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.196509,4234.54545412,8.2424242416,4227.84848443,4.1212121208,4203.63636322,74.1818181744,4226.8181814,4.1212121208,4227.33333291,0.0,4225.27272685,0.0,4230.93939352,8.2424242416,4234.03030261,4.1212121208,4237.63636321,12.3636363624,4292.75757533,461.57575753,4219.60606018,251.393939369,4179.42424201,8.2424242416,3481.90909056,12.3636363624,4226.8181814,8.2424242416,42.0,42.0,?
2017-06-30 14:06:45.204570,4234.03030261,8.2424242416,4229.39393897,4.1212121208,4203.1212117,74.1818181744,4226.8181814,4.1212121208,4230.93939352,0.0,4226.30302988,0.0,4220.63636321,8.2424242416,4232.99999958,4.1212121208,4236.60606018,12.3636363624,4295.84848442,461.57575753,4214.96969655,251.393939369,4178.39393898,8.2424242416,3480.36363602,12.3636363624,4225.27272685,8.2424242416,42.0,42.0,?
